"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"
2.794352954E0	2.027917206E-1	9.760921478E0	7.220342159E-1
2.802755975E0	-2.333002165E-2	9.701699257E0	6.813562512E-1
2.811158996E0	-2.679961324E-1	9.719645500E0	6.257231236E-1
2.819562017E0	-3.882354796E-1	9.679565430E0	5.312066078E-1
2.827965038E0	-5.712863803E-1	9.652048111E0	4.917250574E-1
2.836368058E0	-7.734799385E-1	9.668798447E0	6.939185858E-1
2.844771079E0	-7.160521746E-1	9.712467194E0	9.978070259E-1
2.853174100E0	-5.240281820E-1	9.703494072E0	1.143769264E0
2.861577121E0	-4.067798555E-1	9.558728218E0	1.212562919E0
2.869980142E0	-5.353940725E-1	9.433105469E0	1.191027522E0
2.878383163E0	-7.507480979E-1	9.554540634E0	1.061216831E0
2.886786183E0	-9.074779749E-1	9.707083702E0	9.080761671E-1
2.895189204E0	-9.852447510E-1	9.666405678E0	8.727820516E-1
2.903592225E0	-9.559326172E-1	9.570094109E0	8.452646136E-1
2.911995246E0	-7.561319470E-1	9.656235695E0	8.410771489E-1
2.920398267E0	-4.121637046E-1	9.779465675E0	9.361918569E-1
2.928801288E0	-1.842473447E-1	9.764511108E0	1.152742267E0
2.937204308E0	-1.764706671E-1	9.664012909E0	1.241276741E0
2.945607329E0	-2.021935135E-1	9.705886841E0	1.098305583E0
2.954010350E0	-1.860419661E-1	9.757332802E0	1.001396298E0
2.962413371E0	-7.896314561E-2	9.729216576E0	1.007378340E0
2.970816392E0	6.400800496E-2	9.685547829E0	1.025922656E0
2.979219413E0	2.470589429E-1	9.714859962E0	1.099501967E0
2.987622433E0	4.301098585E-1	9.763314247E0	1.087537885E0
2.996025454E0	4.091726840E-1	9.808777809E0	1.121037364E0
3.004428475E0	3.014956415E-1	9.822537422E0	1.077966571E0
3.012831496E0	1.944168359E-1	9.862018585E0	1.080957651E0
3.021234517E0	3.469592705E-2	9.987641335E0	1.094118118E0
3.029637538E0	-9.152546525E-2	1.025743294E1	1.030708313E0
3.038040558E0	-1.256231871E-2	1.043809032E1	8.679963946E-1
3.046443579E0	2.656033039E-1	1.032682419E1	8.344969153E-1
3.054846600E0	4.839483798E-1	9.936794281E0	9.008977413E-1
3.063249621E0	4.707878530E-1	9.714859962E0	8.183453679E-1
3.071652642E0	3.355933726E-1	9.856635094E0	5.491527915E-1
3.080055663E0	3.349951804E-1	1.031067276E1	2.925225794E-1
